SELECT customer_id, SUM(d) FROM (SELECT p.customer_id, ((SUM(pr.price)/100*(s.discount))) d FROM purchases p JOIN purchases_products_list ppl ON p.id = ppl.id JOIN products pr on p.id = pr.id JOIN sales s ON pr.type = s.type GROUP BY p.customer_id, s.discount) n1 GROUP BY customer_id;
 customer_id |   sum   
        2350 |  707930
        2366 |   17978
        2391 |  772290
        2396 |   17927
        2408 |  213122
        2431 |   50820
        2432 |   60922
        2450 |  236243
        2462 |  196616
        2467 |  310915
        2474 |  757484
        2485 |   52479
        2521 |  214544
        2527 |  786422
        2528 |  220064
        2533 |  501177
        2560 |  637608
        2586 |   13608
        2619 |  189480
        2652 |   38246
        2681 |  141128
        2682 |  395343
        2697 |  114597
        2704 |  487060
        2728 |  556264
        2749 |  317217
        2757 |   58912
        2759 | 1057887
        2773 |   55650
        2817 |   67876
        2838 |  346860
        2847 |   76775
        2854 |  507628
        2859 |   93081
        2863 |   59748
        2903 |  218232
        2950 |  527031
        2960 |  438700
        2961 |  495378
        2985 |  174702
        3002 |  277480
        3008 |  460623
        3035 |  141525
        3055 |  130760
        3058 |   76328
        3082 |  234556
        3089 |  761298
        3092 |  141492
        3106 |  650559
        3137 |  230565
        3144 |  392280
        3172 |  358248
        3188 |   58044
        3204 |   55227
        3206 |  118080
        3207 |  321310
        3234 |    7476
        3248 |   86986
        3251 |   76273
        3265 |  183520
        3311 |  216814
        3312 |    9847
        3313 |  225400
        3316 |    7520
        3322 |   76505
        3359 |   78476
        3393 |  808080
        3401 |  345230
        3405 |  100188
        3410 |  171229
        3411 |  449927
        3432 |  384422
        3445 |  579257
        3448 |  114030
        3453 |  209636
        3456 |  767715
        3500 |   74154
        3504 |  504415
        3512 |  144180
        3518 |  245916
        3526 |  212136
        3529 |  207002
        3530 |  199875
        3537 |   79134
        3538 |  112350
        3544 |   48071
        3577 |   52650
        3583 |   26348
        3591 |   72540
        3596 |  187936
        3611 |  315606
        3624 |  560306
        3625 |  498933
        3641 |  480018
        3667 |   22258
        3697 |  778503
        3704 |   33169
        3724 |  318942
        3747 |  255752
        3769 |   43582
        3771 |  503129
        3785 |  157311
        3787 |  136912
        3831 |  206008
        3832 |  258960
        3880 |   34279
        3886 |  381248
        3888 |  822150
        3907 |   11715
        3915 |  708156
        3919 |  167580
        3923 |  382612
        3924 |  585316
        3957 |  512550
        3960 |  109340
        3972 |  187341
        3983 |  413241
        3991 |  805568
        3999 |  139104
        4003 |   58192
        4008 |   22542
        4024 |  236115
        4029 |  583830
        4038 |     320
        4041 | 1089680
        4049 |  341704
        4077 |  385441
        4079 |  267103
        4127 |  241410
        4142 |  166920
        4143 |  246410
        4154 |  160261
        4176 |  154028
        4180 |   42381
        4244 |  572734
        4276 |  500973
        4284 |  779061
        4289 |  187782
        4290 |  687325
        4292 |  397653
        4298 |  758250
        4323 |   64107
        4365 |  541658
        4366 |   85944
        4375 |  156087
        4383 |  392496
        4393 |   29480
        4424 |  122206
        4432 |  491040
        4434 |  347721
        4487 |  404736
        4489 |   20970
        4499 |  873735
        4500 |   89688
        4510 |  654480
        4521 |  444633
        4533 |  270360
        4534 |  270382
        4536 |   36465
        4547 |  287928
        4550 |  292078
        4551 |  219884
        4559 |  236656
        4563 |  283670
        4572 |  244335
        4574 |  290520
        4578 |   71331
        4642 |  342181
        4669 |  208260
        4674 |   97272
        4675 |  146744
        4676 |  281346
        4680 |   50036
        4682 |  509640
        4705 |  174967
        4708 |  175749
        4722 |  333658
        4728 |   11172
        4733 |  475216
        4742 |   43744
        4743 |   19880
        4759 |  270778
        4770 |  229680
        4784 |    6448
        4799 |  313442
        4813 |  255808
        4820 |  110058
        4835 |  195888
        4841 |  820530
        4850 |   48144
        4868 |  691650
        4875 |  149853
        4888 |  466082
        4919 |  103620
        4929 |  308217
        4940 |  419250
        4947 |  105875
        4949 |    2170
        4982 |  247016
        4984 |  207060
        4990 |  587295
        4992 |  375970
        4995 |  793563
        5015 |   74949
        5024 |  185568
        5046 |  199186
        5114 |  304942
        5140 |  915120
        5164 |  469201
        5165 |  355911
        5166 |   73170
        5184 |  118846
        5189 |  206778
        5193 |  394582
        5203 |   51546
        5204 |  283444
        5217 |  739361
        5218 |  411810
        5237 |   38686
        5266 |  149961
        5268 |   37450
        5326 |  223392
        5338 |   19516
        5368 |  312412
        5370 |  460377
        5385 |  866590
        5389 |  203130
        5393 |   78023
        5440 |  274316
        5446 |   19943
        5458 |  280728
        5463 |  622380
        5487 |  227887
        5498 |   78036
        5519 |   32946
        5529 |   21798
        5531 |  652395
        5542 |  559005
        5565 |  309344
        5573 |  402633
        5576 |  970174
        5584 |  610133
        5588 |   44321
        5600 |  164095
        5601 |  258330
        5607 |  173169
        5610 |  412222
        5671 |  761484
        5673 |  583290
        5693 |  113257
        5698 |  222003
        5699 |  144077
        5722 |  371575
        5725 |   26962
        5734 |  418779
        5744 |  528275
        5808 |  189906
        5812 |  158792
        5824 |  212380
        5828 |   73827
        5865 |  594549
        5878 |   89264
        5892 |  540496
        5898 |  719195
        5907 |   35150
        5948 |  225879
        5957 |  126123
        5977 |  848081
        5987 |  194304
        6000 |  771342
        6016 |  375909
        6034 |  128296
        6064 |  264330
        6098 |  145632
        6110 |  332416
        6126 |  450818
        6143 |   73201
        6145 |  222576
        6154 |  222964
        6161 |    6432
        6164 |   84910
        6171 |  398772
        6175 |  149863
        6179 |  201144
        6264 |  189329
        6273 |  486421
        6291 |  253792
        6301 |  393825
        6303 |   84205
        6310 |  484769
        6322 |  359670
        6326 |  381335
        6340 |  262810
        6354 |  171540
        6355 |   95832
        6358 |  171855
        6359 |   90118
        6360 |  197960
        6368 |  865365
        6375 |  191880
        6409 |  267840
        6418 |   56166
        6448 |  357717
        6461 |   98658
        6471 |   93548
        6475 |  457776
        6483 |  167464
        6484 |   92456
        6486 |  784362
        6506 |  339372
        6515 |   22072
        6527 |   60690
        6551 |   43032
        6565 |  197160
        6568 |   81558
        6598 |   41174
        6608 |  163261
        6616 |  140778
        6621 |  471820
        6625 |  215754
        6688 |  114016
        6693 |   99624
        6726 |  375102
        6750 |  636610
        6752 |  194600
        6765 |  264810
        6814 |   21392
        6821 |  327228
        6852 |   33333
        6884 |  425040
        6889 |    6928
        6892 |  120156
        6902 |  366876
        6917 |  410490
        6922 |   99696
        6929 |   38724
        6939 |  620576
        6997 |   75837
        7021 |  621324
        7029 |  250866
        7033 |  232713
        7038 |  164762
        7041 |  174174
        7047 |  259194
        7062 |  128436
        7068 |  599874
        7081 |  163261
        7094 |   76098
        7120 |  130200
        7121 |  269438
        7152 |  458913
        7154 |  334080
        7180 |   41538
        7203 |  360882
        7204 |  120120
        7213 |  904797
        7246 |  669414
        7280 |  746473
        7300 |  494858
        7311 |  250878
        7328 |   39088
        7345 |   32670
        7350 |  349370
        7354 |  680295
        7406 |  265926
        7431 |   60048
        7476 |  558768
        7478 |  277047
        7508 |   76664
        7509 |  559896
        7510 |  261924
        7519 |  379807
        7521 |  139932
        7532 |   51864
        7536 |   17446
        7545 |  240451
        7566 |  693180
        7580 |  394010
        7600 |  318208
        7610 |  360162
        7628 |  308697
        7634 |  133614
        7645 |  133812
        7646 |   11781
        7653 |   74602
        7665 |  507705
        7668 |  187836
        7680 |  316438
        7685 |  138898
        7691 |  125401
        7707 |  268509
        7720 |  185328
        7733 |  348084
        7743 |   48958
        7749 |  353976
        7751 |  744653
        7762 |   78409
        7768 |  347578
        7786 |   77182
        7808 |  126384
        7837 |   78144
        7838 |    3813
        7865 |  201275
        7867 |  235092
        7871 |  153720
        7892 |  401964
        7942 |  275838
        7950 |  377938
        7958 |   70348
        7981 |   68376
        8012 |  653804
        8020 |  183768
        8030 |  105006
        8074 |   78005
        8076 |  327187
        8084 |  546205
        8099 |  669396
        8100 |  244369
        8102 |   96376
        8110 |  519506
        8116 |  444261
        8129 |   95564
        8135 |  363588
        8146 |   80136
        8160 |   77672
        8163 |  217868
        8184 |  270710
        8193 |  607569
        8242 |  230379
        8257 |   25256
        8264 |  605645
        8267 |  256704
        8269 |  259857
        8276 |  232841
        8277 |  316766
        8282 |  427215
        8293 |  570090
        8295 |  467610
        8299 |  269280
        8305 |  123798
        8318 |  479080
        8323 |  173850
        8328 |  395256
        8355 |  139048
        8363 |  365547
        8414 |  399517
        8438 |  277137
        8444 |  712257
        8460 |   74620
        8466 |  399384
        8488 |  412988
        8497 |  485384
        8524 |   93520
        8526 |  180054
        8532 |   85365
        8540 |  373334
        8542 |  847044
        8557 |  434918
        8567 |  199980
        8568 |  193399
        8599 |  108738
        8669 |  671850
        8688 |   79464
        8711 |   79232
        8748 |  816554
        8749 |  197910
        8753 |  445876
        8756 |   58065
        8759 |   12183
        8773 |  212968
        8790 |   85728
        8801 |  317768
        8812 |  283725
        8816 |  389021
        8831 |  127410
        8838 |  444996
        8850 |  277894
        8859 |  227154
        8865 |   57987
        8871 |  780030
        8892 |  363545
        8903 |  293964
        8908 |  240315
        8946 |  286620
        8973 |  110236
        8999 |  126728
        9016 |  463559
        9030 |  308118
        9032 |  271029
        9037 |  503490
        9046 |  369937
        9054 |   73934
        9061 |  424545
        9072 |  576724
        9085 |   24026
        9097 |  215307
        9099 |  792090
        9101 |    1258
        9103 |  111440
        9122 |  118848
        9127 |  250914
        9133 |  198505
        9172 |  172464
        9203 |  632184
        9228 |  411002
        9238 |  283526
        9265 |  660600
        9289 |   89097
        9321 |  239772
        9330 |  234741
        9356 |  134904
        9378 |  376470
        9391 |  671580
        9398 |   41540
        9440 |  594612
        9448 |  210781
        9458 |  526500
        9460 |  269180
        9471 |  751980
        9477 |  104199
        9484 |   24299
        9488 |   69580
        9510 |  741494
        9526 |  360633
        9562 |  570272
        9565 |  228172
        9585 |   27748
        9592 |  141173
        9609 |  596502
        9614 |  371004
        9626 |  757568
        9642 |  445860
        9665 |  190762
        9666 |   78468
        9673 |    2322
        9681 |  543704
        9696 |  289292
        9707 |  141932
        9713 |   37569
        9745 |   38359
        9762 |   29624
        9774 |  127490
        9800 |  666051
        9813 |  206745
        9824 |  167958
        9834 |  200514
        9862 |   92784
        9870 |  836163
        9881 |  353543
        9884 |  224832
        9895 |  571233
        9902 |  149478
        9908 |  407898
        9915 |  331716
        9922 |   36256
        9944 |   32942
        9958 |  195816
       10006 |  235200
       10028 |  224508
       10047 |  356949
       10049 |   30369
       10057 |  226380
       10066 |  284240
       10071 |  163618
       10081 |  134400
       10092 |  124005
       10100 |  204022
       10102 |  197848
       10125 |  379626
       10136 |  658398
       10151 |   13050
       10173 |  421308
       10183 |  649605
       10189 |   23782
       10192 |  173382
       10202 |  303525
       10210 |  421958
       10213 |  520465
       10228 |   16647
       10243 |  251188
       10261 |  102828
       10277 |  140352
       10298 |  129729
       10305 |   12576
       10332 |  180312
       10344 |   87168
       10359 |   20048
       10373 |  226728
       10400 |  415681
       10408 |  326073
       10434 |  356400
       10464 |  701101
       10468 |  100856
       10488 |   44751
       10517 |  254930
       10519 |   53368
       10546 |  198604
       10550 |  232880
       10591 |  100820
       10602 |   47940
       10606 |   96888
       10610 |  278280
       10626 |   96628
       10634 |  127708
       10642 |    9114
       10643 |  387366
       10701 |  102383
       10705 |   61745
       10709 |  154070
       10726 |  110894
       10731 |   98952
       10791 |  771651
       10803 |  119938
       10819 |  822449
       10823 |  520180
       10836 |   72798
       10838 |  159244
       10854 |  238560
       10856 |   68040
       10864 |  416185
       10866 |   44896
       10871 |  390870
       10903 |  528165
       10931 |  194198
       10936 |   55814
       10962 |  198264
       10963 |  212706
       10966 |  302838
       10974 |  110936
       10977 |   23714
       11000 |  165186
       11006 |   75850
       11012 |  503472
       11045 |  272910
       11062 |  153635
       11063 |   79296
       11069 |  452120
       11071 |  775546
       11079 |  629238
       11120 |  425697
       11136 |  202686
       11182 |  483786
       11219 |  364090
       11230 |  625737
       11235 |   81440
       11263 |  260442
       11271 |  628940
       11273 |  187077
       11274 |  121458
       11288 |  587165
       11290 |  718448
       11294 |  180284
       11329 |  146307
       11331 |  315579
       11333 |   59334
       11346 |  250040
       11355 |  112224
       11356 |  441119
       11360 |  546315
       11382 |  183991
       11384 |  274596
       11403 |   35783
       11410 |  113696
       11416 |  632167
       11418 |  166281
       11422 |  150142
       11430 |   73260
       11471 |   76110
       11475 |   99352
       11477 |  411968
       11478 |  459918
       11485 |  223020
       11497 |  319836
       11499 |  176301
       11514 |   96197
       11517 |  239232
       11524 |   41219
       11529 |  117040
       11537 |  129444
       11538 |  101935
       11554 |  160770
       11557 |  253011
       11562 |  338701
       11563 |  369138
       11571 |  180442
       11575 |  259424
       11585 |   54264
       11586 |  809997
       11601 |  132314
       11633 |  328440
       11638 |  241383
       11641 |  866504
       11644 |  513355
       11674 |  131208
       11684 |  919725
       11719 |  115878
       11725 |   68085
       11726 |  226893
       11739 |  150150
       11754 |  275913
       11771 |   21912
       11772 |  733320
       11793 |  404820
       11800 |   67626
       11827 |   39501
       11855 |  374808
       11857 |  200022
       11880 |   22386
       11923 |  201966
       11932 |  301740
       11941 |  202076
       11958 |  392315
       11960 |  329510
       11963 |   30672
       11975 |   25671
       11978 |  357435
       11979 |  555675
       11994 |   63810
       12000 |  790470
       12003 |  127466
       12040 |  214248
       12041 |  125045
       12045 |  527246
       12048 |   33350
       12091 |   62902
       12099 |  696247
       12107 |   40271
       12124 |  788400
       12137 |   66220
       12140 |    6557
       12146 |  175840
       12150 |  279796
       12197 |  228480
       12215 |  703890
       12274 |   68470
       12294 |  208994
       12354 |  440061
       12410 |  172632
       12434 |   95046
       12441 |  367629
       12445 |  221061
       12449 |  388598
       12472 |  229030
       12476 |  694044
       12485 |  353215
       12500 |  346320
       12507 |  314710
       12548 |    9212
       12568 |   13338
       12574 |   98394
       12594 |   36437
       12602 |  635476
       12635 |  564300
       12652 |  549419
       12665 |   62150
       12669 |  193848
       12682 |  160188
       12689 |   16240
       12696 |  369267
       12710 |  591078
       12718 |  279595
       12752 |  636246
       12765 |   87744
       12802 |  412925
       12831 |  427286
       12843 |  235790
       12855 |  120725
       12869 |  155568
       12875 |   60690
       12891 |  469710
       12900 |  371163
       12911 |  767700
       12930 |  148915
       12933 |   27540
       12952 |    9912
       12969 |   72090
       12996 |  173616
       13008 |  925443
       13032 |  744480
       13080 |  275220
       13093 |    8673
       13103 |  250432
       13108 |   67312
       13128 |  580253
       13142 |   41877
       13160 |   46032
       13218 |  328735
       13224 |   96425
       13235 |    9877
       13249 |  260712
       13273 |  308448
       13300 |   18122
       13304 |   58569
       13341 |  372075
       13346 |  812948
       13369 |  388080
       13379 |  224336
       13382 |  171456
       13384 |  415705
       13397 |  551273
       13416 |   65674
       13418 |  206416
       13421 |  200735
       13429 |  487193
       13442 |  498783
       13458 |  491120
       13470 |  180572
       13483 |  637304
       13509 |  289884
       13569 |   69552
       13584 |   89408
       13595 |   87659
       13610 |   51380
       13655 |   35664
       13663 |   55924
       13670 |   56776
       13723 |  797400
       13735 |  770970
       13743 |  263857
       13751 |   65506
       13758 |  151833
       13764 |   62931
       13797 |  192060
       13811 |  226460
       13839 |   59843
       13849 |  293854
       13850 |  522739
       13856 |  398233
       13887 |  297861
       13893 |  229395
       13909 |  430307
       13915 |  358015
       13928 |   99138
       13943 |   48736
       13953 |  179376
       13968 |  747415
       14007 |  360472
       14016 |  195692
       14048 |  131880
       14052 |  742884
       14056 |  290940
       14061 |  459245
       14118 |   91749
       14128 |   25130
       14146 |  379353
       14169 |  199344
       14171 |  359324
       14187 |  237390
       14243 |  525720
       14253 |  633960
       14259 |   68178
       14319 |  286920
       14327 |  518040
       14335 |  223110
       14338 |  745524
       14339 |  366537
       14344 |  343280
       14349 |  635999
       14361 |   12789
       14377 |  276696
       14385 |  205809
       14412 |  468537
       14416 |  165753
       14422 |   24304
       14424 |  451643
       14426 |  227198
       14436 |  164373
       14437 |  210924
       14487 |  149850
       14495 |  309815
       14519 |  238821
       14524 |  365056
       14527 |   90867
       14551 |  435916
       14572 |  147896
       14585 |   89888
       14604 |  129662
       14618 |  567567
       14620 |  156690
       14622 |  351578
       14630 |  398762
       14644 |   23800
       14650 |  378924
       14685 |  209972
       14712 |  323162
       14715 |  122016
       14740 |  115324
       14759 |   95772
       14761 |  258794
       14773 |  179998
       14776 |  111801
       14804 |  144534
       14815 |   53067
       14819 |   53354
       14833 |  397953
       14837 |  365706
       14849 |  102886
       14870 |  764878
       14874 |  494264
       14897 |  522852
       14910 |   81003
       14925 |  628628
       14931 |  110838
       14938 |   35096
       14941 |  471354
       14955 |  879038
       14970 |  824130
       14982 |  367560
       15012 |  812748
       15026 |  389334
       15036 |  190944
       15058 |  739640
       15088 |  208628
       15092 |  151274
       15098 |  641982
       15109 |  486137
       15119 |   59079
       15166 |  652370
       15169 |  323748
       15174 |  197966
       15176 |  350260
       15186 |  604494
       15205 |  203918
       15213 |  430470
       15223 |  185598
       15231 |  741150
       15282 |  199864
       15299 |  234180
       15333 |  797132
       15339 |  243272
       15344 |  233064
       15385 |  235505
       15394 |   77350
       15401 |  391281
       15420 |  365898
       15439 |    6384
       15444 |  142848
       15445 |   44944
       15456 |  296184
       15464 |  152992
       15484 |  694165
       15486 |  715045
       15490 |  689580
       15499 |  416909
       15542 |  723261
       15569 |  239768
       15588 |  311922
       15598 |   90146
       15603 |   83728
       15614 |  107156
       15620 |  197118
       15621 |  205205
       15625 |  232275
       15633 |  366327
       15634 |  135540
       15639 |  550890
       15646 |  819423
       15656 |  354650
       15667 |  397545
       15669 |  223702
       15677 |  922560
       15680 |  399814
       15688 |   22899
       15702 |  826020
       15720 |  483472
       15726 |  242238
       15738 |  310500
       15745 |  259281
       15753 |  292986
       15759 |  387842
       15783 |  230724
       15789 |  170856
       15793 |  540827
       15794 |  735585
       15797 |  559724
       15808 |  585540
       15810 |  202004
       15817 |   96621
       15847 |  410357
       15850 |  291659
       15856 |  230770
       15876 |  319059
       15886 |  513825
       15912 |  133023
       15933 |  202176
       15935 |    3201
       15957 |  572130
       15958 |  710055
       15971 |   78585
       15978 |  331073
       15990 |   94178
       15994 |  119799
       16000 |  117432
       16007 |  374400
       16023 |   92168
       16040 |  325209
       16048 |  228284
       16068 |  575949
       16074 |   49873
       16096 |   46926
       16104 |  193274
       16113 |  639840
       16121 |   24252
       16165 |   87080
       16174 |   84476
       16225 |   68271
       16228 |  386705
       16242 |   24531
       16247 |  229328
       16301 |  352340
       16320 |   48848
       16322 |  784530
       16336 |   13189
       16338 |  238524
       16355 |  444030
       16358 |  288720
       16359 |  378142
       16386 |  135632
       16389 |  380010
       16398 |   15040
       16400 |  426122
       16408 |  630630
       16425 |   13188
       16438 |    9366
       16443 |  101760
       16444 |  396748
       16449 |  289408
       16455 |  201848
       16457 |  396228
       16494 |  462458
       16511 |  189810
       16514 |   53040
       16518 |  120582
       16535 |  527250
       16543 |  232971
       16547 |  353100
       16561 |   92939
       16564 |  310335
       16578 |   58608
       16613 |   96301
       16616 |  282480
       16635 |  424810
       16640 |  373780
       16676 |  417843
       16685 |  283966
       16686 |  216315
       16687 |  188188
       16714 |  329628
       16715 |  735351
       16724 |  327965
       16731 |   10292
       16735 |  220633
       16736 |  219348
       16739 |  437852
       16780 |   80920
       16823 |   29109
       16846 |  116831
       16850 |  148830
       16870 |   67004
       16898 |  546762
       16926 |  866388
       16933 |  242816
       16936 |   79508
       16949 |  423150
       16952 |  371009
       16970 | 1127193
       17022 |   58086
       17038 |  107667
       17059 |  854019
       17093 |  474155
       17097 |   69513
       17106 |  198912
       17118 |  762135
       17140 |  174570
       17148 |   60879
       17167 |  120916
       17168 |  146666
       17188 |  270630
       17201 |   15936
       17208 |  520135
       17222 |  550335
       17242 |  104931
       17243 |   97300
       17244 |    1122
       17263 |   43848
       17266 |   99932
       17269 |  436905
       17270 |   14490
       17291 |   79936
       17314 |  465496
       17315 |  507304
       17384 |  130878
       17388 |   86034
       17419 |  949883
       17453 |  302130
       17455 |  388461
       17458 |   35910
       17489 |  506770
       17500 |  377052
       17532 |  225062
       17540 |   69398
       17541 |   33550
       17556 |  790854
       17558 |  434877
       17590 |  131880
       17591 |  114672
       17603 |  443128
       17613 |  222898
       17626 |  458409
       17644 |  104675
       17658 |  410703
       17663 |   14058
       17691 |  121761
       17716 |  141778
       17729 |   92862
       17734 |  337683
       17759 |  204467
       17766 |  121256
       17783 |  165393
       17834 |  125798
       17839 |  673041
       17848 |   70224
       17858 |  132840
       17860 |   48874
       17866 |  203476
       17886 |  155496
       17908 |   69828
       17914 |  159753
       17917 |  103070
       17924 |  555282
       17951 |   54735
       17952 |  283668
       17971 |   89649
       17985 |  251944
       18004 |  252010
       18022 |   30176
       18034 |  268222
       18048 |   54002
       18050 |  186816
       18056 |  457730
       18074 |   45424
       18096 |  178350
       18102 |  148490
       18104 |  827421
       18111 |  197715
       18115 |   65044
       18123 |  421637
       18132 |  356454
       18134 |  355183
       18138 |  543994
       18171 |   66209
       18174 |  115446
       18190 |   91574
       18199 |  118777
       18205 |  197400
       18222 |  193258
       18243 |  158172
       18282 |  109429
       18302 |   69823
       18306 |  115640
       18311 |  101472
       18344 |  471675
       18349 |   38472
       18359 |  696696
       18361 |  535262
       18380 |  236568
       18396 |   63672
       18413 |  716005
       18427 |  497255
       18451 |  151040
       18458 |  225192
       18469 |  629306
       18477 |  707287
       18492 |  111061
       18494 |  338588
       18539 |   48411
       18560 |  483973
       18567 |  436737
       18580 |   26970
       18603 |  362891
       18611 |  121155
       18624 |  137982
       18647 |  927303
       18648 |   52560
       18654 |  483480
       18667 |  397823
       18682 |   30969
       18697 |  435138
       18698 |   73668
       18727 |  572185
       18733 |   69285
       18747 |  761856
       18753 |  120904
       18779 |  232284
       18782 |   75419
       18783 |  247283
       18791 |  315732
       18820 |  273078
       18823 |  292528
       18826 |  259489
       18830 |  324779
       18840 |  111804
       18841 |   34688
       18849 |   51392
       18864 |  184316
       18867 |  254990
       18871 |  258903
       18873 |  460152
       18875 |   78768
       18886 |  443790
       18926 |  377446
       18928 |   37362
       18934 |  531048
       18945 |   26096
       18976 |  227292
       19005 |   20165
       19008 |  536047
       19013 |  201628
       19033 |  602144
       19066 |  355563
       19102 |   33012
       19119 |  607726
       19126 |  640256
       19132 |   73626
       19144 |  400686
       19151 |  468637
       19154 |  189034
       19183 |  165206
       19184 |  490010
       19193 |   99794
       19209 |  164255
       19223 |  128412
       19244 |  166725
       19248 |  316140
       19259 |  115990
       19264 |  249849
       19274 |  733805
       19283 |  881730
       19300 |   36134
       19327 |  115743
       19350 |  408237
       19353 |   23616
       19377 |  771407
       19431 |  587268
       19441 |  353912
       19443 |  116235
       19470 |  501030
       19474 |   15680
       19497 |  278795
       19523 |  364506
       19525 |  351726
       19551 |  389844
       19553 |   92588
       19589 |    6984
       19598 |   84832
       19610 |   56784
       19643 |  100212
       19679 |  316028
       19701 |   28672
       19720 |  356290
       19728 |  342550
       19734 |  150070
       19750 |  263712
       19765 |  188584
       19771 |  775054
       19775 |  115416
       19782 |  211956
       19791 |  481360
       19798 |  385506
       19801 |  303771
       19825 |   71204
       19859 |  794970
       19875 |  633516
       19884 |  423280
       19897 |  355608
       19900 |   76206
       19924 |  767564
       19932 |   23079
       19940 |  289731
       19949 |  204611
       19952 |    2548
       19954 |  163724
       19961 |   25452
       19989 |  426713
       20002 |  316107
       20005 |  229224
       20016 |  325757
       20023 |  185607
       20034 |  217154
       20039 |    4875
       20052 |  453288
       20099 |  366078
       20125 |  263525
       20126 |  769590
       20142 |  173096
       20165 |  122052
       20196 |  163866
       20197 |  491036
       20204 |  211110
       20211 |  311498
       20212 |  247954
       20221 |  296070
       20244 |  331200
       20265 |   89440
       20312 |  137690
       20313 |  223023
       20315 |   51128
       20324 |  492249
       20350 |  436680
       20357 |   38794
       20362 |  111216
       20366 |    4212
       20410 |   57213
       20427 |   84846
       20430 |   59374
       20431 |  367303
       20442 |  299129
       20470 |  330564
       20485 |  129260
       20487 |  285520
       20496 |  313242
       20499 |  303394
       20511 |  661941
       20527 |  148596
       20530 |  238576
       20549 |  380600
       20550 |    3843
       20596 |     693
       20597 |  318939
       20614 |   35910
       20655 |  206724
       20664 |  292098
       20691 |  253731
       20694 |  519805
       20707 |  388680
       20720 |  159766
       20725 |   96600
       20732 |  388147
       20744 |  705610
       20796 |  298760
       20799 |  143312
       20807 |  114495
       20826 |   56469
       20829 |  209304
       20842 |  302016
       20843 |   26247
       20844 |   64008
       20849 |   30504
       20861 |   18830
       20901 |   42336
       20909 |  544783
       20925 |   39760
       20934 |   24096
       20937 |  276606
       20938 |  137004
       20968 |   64464
       20995 |  133104
       20998 |    3108
       21022 |  158343
       21030 |  133952
       21046 |  191130
       21069 |  161539
       21150 |  330952
       21151 |  489216
       21157 |   80070
       21164 |  101840
       21170 |  144900
       21179 |   86960
       21201 |  735407
